Sigla;Código;Município;1970;1980;1991;2000;2010;
MG;3161809;São Gonçalo do Pará;48,57;59,29;63,873;69,616;75,53;
MG;3161908;São Gonçalo do Rio Abaixo;49,54;54,6;60,622;67,398;72,52;
MG;3162005;São Gonçalo do Sapucaí;49,36;58,38;69,416;72,121;75,99;
MG;3162104;São Gotardo;53,7;58,71;65,856;72,502;76,27;
MG;3162203;São João Batista do Glória;53,7;58,92;68,223;73,287;75,69;
MG;3162252;São João da Lagoa;;;64,098;68,951;73,78;
MG;3162302;São João da Mata;50,04;56,36;69,594;74,588;74,29;
MG;3162401;São João da Ponte;50,25;58,15;64,098;67,038;72,17;
MG;3162450;São João das Missões;;;65,901;69,056;71,57;
MG;3162500;São João del Rei;49,44;55,18;67,113;74,577;76,57;
MG;3162559;São João do Manhuaçu;;;60,832;65,928;75,16;
MG;3162575;São João do Manteninha;;;59,504;64,472;73,3;
MG;3162609;São João do Oriente;52,96;56,44;61,767;65,318;73,32;
MG;3162658;São João do Pacuí;;;63,359;66,836;72,85;
MG;3162708;São João do Paraíso;49,39;55,76;61,854;70,436;73,46;
MG;3162807;São João Evangelista;49,06;54,5;59,425;66,756;73,37;
MG;3162906;São João Nepomuceno;55,41;58,97;64,842;70,595;75,98;
MG;3162922;São Joaquim de Bicas;;;61,411;64,908;75,62;
MG;3162948;São José da Barra;;;67,379;74,042;77,56;
MG;3162955;São José da Lapa;;;66,256;68,19;75,63;
MG;3163003;São José da Safira;46,13;55,46;56,355;59,463;70,91;
MG;3163102;São José da Varginha;51,77;55,78;69,404;73,897;76,41;
MG;3163201;São José do Alegre;50,18;56,36;66,851;70,901;75,2;
MG;3163300;São José do Divino;47,52;51,64;63,092;66,718;71,7;
MG;3163409;São José do Goiabal;49,41;56,63;57,333;64,38;73,83;
MG;3163508;São José do Jacuri;53,58;54,98;62,11;66,85;69,96;
MG;3163607;São José do Mantimento;46,26;58,16;65,668;68,424;74,36;
MG;3163706;São Lourenço;51,08;58,95;69,273;76,903;77,28;
MG;3163805;São Miguel do Anta;50,79;56,8;62,425;71,274;74,7;
MG;3163904;São Pedro da União;53,2;56,97;64,419;71,846;75,16;
MG;3164001;São Pedro dos Ferros;48,11;57,53;61,539;66,347;72,34;
MG;3164100;São Pedro do Suaçuí;48,11;54,98;62,48;66,85;72,08;
MG;3164209;São Romão;45,02;55,38;58,438;63,272;72,22;
MG;3164308;São Roque de Minas;55,45;58,94;67,176;73,91;75,27;
MG;3164407;São Sebastião da Bela Vista;50,04;56,36;66,642;70,858;75,87;
MG;3164431;São Sebastião da Vargem Alegre;;;59,421;64,392;74,64;
MG;3164472;São Sebastião do Anta;;;61,767;65,318;70,98;
MG;3164506;São Sebastião do Maranhão;46,24;55,93;56,341;62,679;73,94;
MG;3164605;São Sebastião do Oeste;54,33;62,53;66,874;73,084;74,9;
MG;3164704;São Sebastião do Paraíso;54,97;58,46;68,842;74,621;75,15;
MG;3164803;São Sebastião do Rio Preto;51,37;55,9;58,563;67,777;73,55;
MG;3164902;São Sebastião do Rio Verde;54,45;58,51;68,14;72,067;75,71;
MG;3165008;São Tiago;52,89;59,16;65,943;68,898;74,48;
MG;3165107;São Tomás de Aquino;53,2;56,97;68,842;72,248;77,46;
MG;3165206;São Thomé das Letras;48,09;55,38;64,811;68,419;73,03;
MG;3165305;São Vicente de Minas;51,58;59,07;66,275;73,236;75,72;
MG;3165404;Sapucaí-Mirim;50,85;54,02;66,927;73,834;75,49;
MG;3165503;Sardoá;53,04;55,43;66,559;69,617;73,71;
MG;3165537;Sarzedo;;;68,56;70,066;77,28;
MG;3165552;Setubinha;;;56,407;61,439;69,6;
MG;3165560;Sem-Peixe;;;60,03;66,347;74,57;
MG;3165578;Senador Amaral;;;67,225;70,045;74,25;
MG;3165602;Senador Cortes;49,5;57,53;66,689;71,582;75,05;
MG;3165701;Senador Firmino;52,19;63,51;67,879;71,902;74,75;
MG;3165800;Senador José Bento;52,41;58,3;69,625;74,396;74,41;
MG;3165909;Senador Modestino Gonçalves;50,03;56,25;61,896;62,679;71,94;
MG;3166006;Senhora de Oliveira;48,7;56,8;60,274;64,878;73,03;
MG;3166105;Senhora do Porto;49,93;55,43;60,767;66,756;73,1;
MG;3166204;Senhora dos Remédios;51,48;61,18;66,356;70,932;71,56;
MG;3166303;Sericita;49,87;56,68;58,637;63,357;71,56;
MG;3166402;Seritinga;50,78;59,37;64,531;70,64;76,17;
MG;3166501;Serra Azul de Minas;49,64;52,76;64,171;68,085;73,55;
MG;3166600;Serra da Saudade;52,76;57,73;64,182;71,301;76,78;
MG;3166709;Serra dos Aimorés;45,24;53;58,878;61,939;72,06;
MG;3166808;Serra do Salitre;55,73;60,66;68,36;70,583;76,11;
MG;3166907;Serrania;52,99;56,55;65,416;71,408;75;
MG;3166956;Serranópolis de Minas;;;62,661;68,008;71,38;
MG;3167004;Serranos;54,32;59,07;64,531;68,518;75,05;
MG;3167103;Serro;51,52;56,14;64,423;65,346;75,01;
MG;3167202;Sete Lagoas;51,34;56,25;69,933;70,563;75,37;
MG;3167301;Silveirânia;52,62;61,54;62,06;70,519;75,45;
MG;3167400;Silvianópolis;54,74;56,36;68,245;70,899;76,87;
MG;3167509;Simão Pereira;52,49;57,63;68,045;73,316;75,57;
MG;3167608;Simonésia;51,33;58,25;64,321;67,529;74,36;
MG;3167707;Sobrália;43,94;55,46;63,285;68,681;73,28;
MG;3167806;Soledade de Minas;49,7;61,95;68,14;75,173;74,88;
MG;3167905;Tabuleiro;51,65;57,82;67,879;70,519;74,27;
MG;3168002;Taiobeiras;51,52;53,91;65,439;71,948;73,9;
MG;3168051;Taparuba;;;61,354;70,004;72,91;
MG;3168101;Tapira;53,15;64,2;70,065;74,607;75,8;
MG;3168200;Tapiraí;54,83;59,36;67,176;72,325;75,84;
MG;3168309;Taquaraçu de Minas;53,42;56,77;66,61;72,64;74,06;
MG;3168408;Tarumirim;47,92;56,94;66,677;68,413;74,72;
MG;3168507;Teixeiras;50,96;57,41;60,373;66,121;73,26;
MG;3168606;Teófilo Otoni;46,01;55,24;63,39;69,76;74,45;
MG;3168705;Timóteo;49,2;55,75;71,475;75,71;75,14;
MG;3168804;Tiradentes;49,09;55,7;64,561;71,31;78,1;
MG;3168903;Tiros;53,05;59,25;67,68;73,251;76,13;
MG;3169000;Tocantins;51,35;60,79;66,389;73,592;72,99;
MG;3169059;Tocos do Moji;;;69,625;70,665;73,49;
MG;3169109;Toledo;50,88;58,07;68,489;70,665;73,14;
MG;3169208;Tombos;52,3;56,84;68,059;71,833;77,23;
MG;3169307;Três Corações;50,79;58,03;67,372;70,996;76,28;
MG;3169356;Três Marias;51,6;57,58;68,044;73,859;76,93;
MG;3169406;Três Pontas;53,22;56,35;67,529;72,221;75,98;
MG;3169505;Tumiritinga;53,52;55,65;65,57;67,891;74,63;
MG;3169604;Tupaciguara;51,55;58,42;68,636;73,923;76,78;
MG;3169703;Turmalina;55,25;57,63;64,587;70,937;73,98;
MG;3169802;Turvolândia;50,04;61,73;69,594;73,479;74,71;
MG;3169901;Ubá;48,84;56,68;68,974;70,987;75,45;
MG;3170008;Ubaí;50,26;61,38;62,272;66,836;72,22;
MG;3170057;Ubaporanga;;;66,677;69,381;73,32;
MG;3170107;Uberaba;52,11;60,9;68,972;73,927;75,71;
MG;3170206;Uberlândia;54,38;61,01;70,453;73,112;78,09;
MG;3170305;Umburatiba;48,49;53;56,822;60,205;73,88;
MG;3170404;Unaí;53,6;57,91;66,834;74,748;75,83;
MG;3170438;União de Minas;;;62,805;67,541;74,73;
MG;3170479;Uruana de Minas;;;65,133;69,661;72,6;
MG;3170503;Urucânia;52,95;56,44;60,699;66,347;73,67;
MG;3170529;Urucuia;;;65,901;69,301;71,88;
MG;3170578;Vargem Alegre;;;66,677;70,073;74,12;
MG;3170602;Vargem Bonita;57,89;59,36;66,386;72,325;75,8;
MG;3170651;Vargem Grande do Rio Pardo;;;54,636;60,282;73,63;
MG;3170701;Varginha;51,88;60,77;70,14;73,997;77,49;
MG;3170750;Varjão de Minas;;;65,78;69,113;75,79;
MG;3170800;Várzea da Palma;47,75;56,24;62,871;68,824;73,83;
MG;3170909;Varzelândia;49,81;56,09;64,098;66,836;73,37;
MG;3171006;Vazante;54,88;57,8;64,703;67,093;76,96;
MG;3171030;Verdelândia;;;62,272;66,836;72,81;
MG;3171071;Veredinha;;;64,953;69,425;72,11;
MG;3171105;Veríssimo;51,37;61,71;70,554;74,209;77,16;
MG;3171154;Vermelho Novo;;;62,95;66,016;72,37;
MG;3171204;Vespasiano;50,24;56,12;65,156;68,681;73,65;
MG;3171303;Viçosa;48,83;54,19;64,288;70,369;77,96;
MG;3171402;Vieiras;55,12;57,3;64,098;67,681;73,47;
MG;3171501;Mathias Lobato;41,56;55,46;65,73;69,382;72,71;
MG;3171600;Virgem da Lapa;51,43;56;63,283;67,638;72,83;
MG;3171709;Virgínia;47,83;56,24;66,995;70,706;74,73;
MG;3171808;Virginópolis;51,69;55,15;59,916;67,891;74,86;
MG;3171907;Virgolândia;45,19;52,42;63,143;66,718;72,71;
MG;3172004;Visconde do Rio Branco;48,97;57,82;63,154;70,616;75,97;
MG;3172103;Volta Grande;52,04;62,67;67,365;68,575;75,45;
MG;3172202;Wenceslau Braz;49,14;57,82;66,424;69,573;75,53;
RJ;3300100;Angra dos Reis;48,88;57,72;67,391;69,138;75,75;
RJ;3300159;Aperibé;;;66,992;69,474;72,1;
RJ;3300209;Araruama;53,67;54,88;65,584;68,116;75,32;
RJ;3300225;Areal;;;67,916;70,063;74,35;
RJ;3300233;Armação dos Búzios;;;64,134;68,897;74,44;
RJ;3300258;Arraial do Cabo;;;67,018;68,868;73,31;
RJ;3300308;Barra do Piraí;51,43;56,66;66,148;68,631;74,14;
RJ;3300407;Barra Mansa;49,98;56,32;68,265;72,202;74,14;
RJ;3300456;Belford Roxo;;;62,818;67,637;73,5;
RJ;3300506;Bom Jardim;55;59,67;63,613;68,314;73,56;
RJ;3300605;Bom Jesus do Itabapoana;52,83;58,26;62,933;66,951;74,16;
RJ;3300704;Cabo Frio;52,21;55,64;67,018;70,839;75,16;
RJ;3300803;Cachoeiras de Macacu;53,12;59,61;66,101;70,334;74,01;
RJ;3300902;Cambuci;52,58;57,72;65,52;70,535;73,51;
RJ;3300936;Carapebus;;;64,752;67,629;73,3;
RJ;3300951;Comendador Levy Gasparian;;;67,916;68,826;72,11;
RJ;3301009;Campos dos Goytacazes;49,68;54,4;62,519;66,804;74,82;
RJ;3301108;Cantagalo;53,96;58,48;64,454;72,202;74,29;
RJ;3301157;Cardoso Moreira;;;63,881;67,039;71,93;
RJ;3301207;Carmo;51,01;56,92;64,76;70,482;73,77;
RJ;3301306;Casimiro de Abreu;47,55;57,93;67,114;71,095;73,64;
RJ;3301405;Conceição de Macabu;54,18;56,67;63,506;67,32;73,38;
RJ;3301504;Cordeiro;50,85;58,32;64,454;72,202;74,54;
RJ;3301603;Duas Barras;53,78;58,62;59,573;65,98;72,39;
RJ;3301702;Duque de Caxias;51,13;52,34;65,169;67,493;75;
RJ;3301801;Engenheiro Paulo de Frontin;50,52;56,44;65,364;66,484;73,32;
RJ;3301850;Guapimirim;;;60,599;66,414;73,69;
RJ;3301876;Iguaba Grande;;;67,018;70,934;75,44;
RJ;3301900;Itaboraí;51,5;55,14;62,774;67,497;73,75;
RJ;3302007;Itaguaí;52,96;56,05;64,106;68,428;73,84;
RJ;3302056;Italva;;;64,548;65,975;72,52;
RJ;3302106;Itaocara;54;59,61;66,992;70,535;74,18;
RJ;3302205;Itaperuna;52,18;57,95;67,146;73,011;75,24;
RJ;3302254;Itatiaia;;;70,321;71,955;75,16;
RJ;3302270;Japeri;;;62,564;66,655;73,51;
RJ;3302304;Laje do Muriaé;55,9;58,26;62,933;66,951;72,97;
RJ;3302403;Macaé;51,22;56,67;64,752;67,629;74,66;
RJ;3302452;Macuco;;;61,416;70,523;73,03;
RJ;3302502;Magé;49,12;53,76;63,388;67,679;74,91;
RJ;3302601;Mangaratiba;49,82;58,83;65,705;69,403;75,71;
RJ;3302700;Maricá;52,27;57,81;68,641;69,506;75,99;
RJ;3302809;Mendes;51,02;57,76;64,192;66,492;73,36;
RJ;3302858;Mesquita;;;;;75,31;
RJ;3302908;Miguel Pereira;51,85;57,56;64,021;66,492;74,68;
RJ;3303005;Miracema;53,14;56,63;63,799;65,975;73,32;
RJ;3303104;Natividade;48,67;59,46;62,933;66,364;73,36;
RJ;3303203;Nilópolis;50,64;57,17;66,101;67,493;73,99;
RJ;3303302;Niterói;52,52;58,49;68,031;73,493;76,23;
RJ;3303401;Nova Friburgo;53,43;58,34;66,907;72,264;75,77;
RJ;3303500;Nova Iguaçu;51,13;54,2;65,486;67,99;74,08;
RJ;3303609;Paracambi;48,95;56,03;64,021;67,462;73,73;
RJ;3303708;Paraíba do Sul;52,99;58,21;70,027;71,355;73,7;
RJ;3303807;Parati;51,12;62,19;70,089;71,355;75,52;
RJ;3303856;Paty do Alferes;;;64,021;66,492;73,34;
RJ;3303906;Petrópolis;49,58;56,6;68,119;70,063;75,79;
RJ;3303955;Pinheiral;;;68,811;72,338;73,03;
RJ;3304003;Piraí;50,25;58,02;67,903;70,002;73,16;
RJ;3304102;Porciúncula;53,72;58,26;62,448;69,39;73,11;
RJ;3304110;Porto Real;;;64,69;66,492;74,01;
RJ;3304128;Quatis;;;67,085;74,069;73,38;
RJ;3304144;Queimados;;;62,818;66,414;73,58;
RJ;3304151;Quissamã;;;64,752;67,629;74,23;
RJ;3304201;Resende;49,8;56,32;68,267;70,002;75,31;
RJ;3304300;Rio Bonito;49,86;59,09;68,3;71,355;74,16;
RJ;3304409;Rio Claro;52,31;56,32;67,341;70,002;73,07;
RJ;3304508;Rio das Flores;50,59;57,28;65,662;68,542;74,32;
RJ;3304524;Rio das Ostras;;;67,114;67,866;76,26;
RJ;3304557;Rio de Janeiro;52,51;57,98;67,85;70,26;75,69;
RJ;3304607;Santa Maria Madalena;53,63;60,39;68,158;69,957;72,79;
RJ;3304706;Santo Antônio de Pádua;53,36;58,54;68,954;70,535;73,33;
RJ;3304755;São Francisco de Itabapoana;;;65,906;69,066;72,44;
RJ;3304805;São Fidélis;54,24;54,4;65,605;69,066;72,21;
RJ;3304904;São Gonçalo;53,31;56,53;66,185;69,506;74,96;
RJ;3305000;São João da Barra;50,48;54,4;68,542;69,232;73,02;
RJ;3305109;São João de Meriti;51,13;54,4;65,169;69,649;74,87;
RJ;3305133;São José de Ubá;;;66,172;68,826;72,88;
RJ;3305158;São José do Vale do Rio Preto;;;65,551;67,399;73,33;
RJ;3305208;São Pedro da Aldeia;53,65;55,64;67,018;70,839;73,03;
RJ;3305307;São Sebastião do Alto;54,72;61,48;68,158;70,179;72,35;
RJ;3305406;Sapucaia;54;56,29;65,821;68,826;73,26;
RJ;3305505;Saquarema;52,63;58,63;66,062;68,976;73,26;
RJ;3305554;Seropédica;;;65,075;67,739;73,3;
RJ;3305604;Silva Jardim;47,2;57,47;66,681;69,577;72,6;
RJ;3305703;Sumidouro;51,89;57,26;63,643;69,808;72,78;
RJ;3305752;Tanguá;;;62,72;66,414;72,55;
RJ;3305802;Teresópolis;50,28;55,89;63,964;70,063;76,27;
RJ;3305901;Trajano de Morais;57,46;60,84;68,158;69,957;73,77;
RJ;3306008;Três Rios;52,62;56,29;68,653;70,063;73,03;
RJ;3306107;Valença;49,96;58,57;66,257;68,542;75,85;
RJ;3306156;Varre-Sai;;;60,761;62,174;73,58;
RJ;3306206;Vassouras;50,63;56,03;61,901;69,723;73,79;
RJ;3306305;Volta Redonda;50,85;56,32;69,048;70,804;74,98;
RJ;3399919;Sâo João Marcos;;;;;;
RJ;3399929;São Sebastião do Parahyba;;;;;;
SP;3500105;Adamantina;56,02;62,49;68,867;71,711;76,13;
SP;3500204;Adolfo;56,75;61,16;72,47;76,773;75,62;
SP;3500303;Aguaí;54,43;60,84;68,142;71,553;76,49;
SP;3500402;Águas da Prata;53,5;62,02;71,478;73,112;78,13;
SP;3500501;Águas de Lindóia;53,77;58,61;70,754;73,728;75,76;
SP;3500550;Águas de Santa Bárbara;50,11;57,7;67,849;75,463;75,41;
SP;3500600;Águas de São Pedro;55,77;58,7;73,632;77,439;78,37;
SP;3500709;Agudos;56,05;58,64;68,071;70,793;75,67;
SP;3500758;Alambari;;;66,292;68,707;73,27;
SP;3500808;Alfredo Marcondes;52,59;61,43;71,89;76,194;75,41;
SP;3500907;Altair;51,86;61,25;72,47;73,53;73;
SP;3501004;Altinópolis;56,9;58,96;72,481;75,124;75,57;
SP;3501103;Alto Alegre;59,14;66,2;70,547;73,078;74;
SP;3501152;Alumínio;;;65,13;69,034;75,47;
SP;3501202;Álvares Florence;58,97;62,39;69,968;71,916;73,35;
SP;3501301;Álvares Machado;54,64;61,22;70,103;70,781;75,03;
SP;3501400;Álvaro de Carvalho;50;56,61;66,378;69,865;73,31;
SP;3501509;Alvinlândia;52,12;59,44;69,423;69,944;72,48;
SP;3501608;Americana;56,6;61,55;71,087;72,461;77,55;
SP;3501707;Américo Brasiliense;51,7;62,07;72,183;73,186;76,12;
SP;3501806;Américo de Campos;56,18;64,84;69,968;71,787;74,04;
SP;3501905;Amparo;54,17;58,4;66,994;69,756;77,27;
SP;3502002;Analândia;54,46;59,45;71,613;73,298;76,66;
SP;3502101;Andradina;51,95;59,76;69,099;70,767;78,07;
SP;3502200;Angatuba;55,39;61,35;66,426;69,453;74,6;
SP;3502309;Anhembi;55,32;58,6;68,949;71,668;76,78;
SP;3502408;Anhumas;48,74;61,54;69,379;71,977;75,67;
SP;3502507;Aparecida;50,65;55,86;70,637;72,029;74,67;
SP;3502606;Aparecida d'Oeste;54,84;58,33;68,516;72,09;73,25;
SP;3502705;Apiaí;51,45;55,72;62,565;65,409;75,07;
SP;3502754;Araçariguama;;;65,459;69,034;73,86;
SP;3502804;Araçatuba;54,33;59,02;70,5;74,517;75,46;
SP;3502903;Araçoiaba da Serra;54,18;59,89;68,307;71,101;76,61;
SP;3503000;Aramina;57,61;61,36;70,581;74,186;76,34;
SP;3503109;Arandu;46,18;57,7;60,256;67,454;73,36;
SP;3503158;Arapeí;;;60,063;65,568;73,72;
SP;3503208;Araraquara;56,42;62,02;70,117;72,166;77,64;
SP;3503307;Araras;57,08;61,66;70,029;74,605;76,55;
SP;3503356;Arco-Íris;;;65,083;67,956;73,52;
SP;3503406;Arealva;54,4;62,49;68,997;73,212;75,37;
SP;3503505;Areias;54,82;61,79;60,063;65,568;73,18;
SP;3503604;Areiópolis;48,72;58,64;68,021;69,737;74,37;
SP;3503703;Ariranha;59,38;65,06;70,934;72,18;73,75;
SP;3503802;Artur Nogueira;56,71;60,18;70,832;73,035;74,63;
SP;3503901;Arujá;47,66;54,89;67,297;68,641;76,95;
SP;3503950;Aspásia;;;63,332;69,802;76,83;
SP;3504008;Assis;51,14;58,71;69,522;73,582;76,91;
SP;3504107;Atibaia;52,32;55,31;70,103;73,079;76,03;
SP;3504206;Auriflama;48,71;59,33;70,567;72,089;75,41;
SP;3504305;Avaí;54,2;58,64;62,785;69,356;74,77;
SP;3504404;Avanhandava;50,61;54,56;68,933;70,919;74;
SP;3504503;Avaré;48,1;59,41;70,822;72,087;76,97;
SP;3504602;Bady Bassitt;57,54;60,66;70,871;73,53;73,31;
SP;3504701;Balbinos;55,36;58,64;68,108;70,793;73,55;
SP;3504800;Bálsamo;56,75;63,25;68,016;73,283;75,08;
SP;3504909;Bananal;50,65;57,57;62,785;67,101;77,29;
SP;3505005;Barão de Antonina;50,02;56,38;57,68;65,27;74,22;
SP;3505104;Barbosa;49,41;61,82;66,637;68,041;75,57;
SP;3505203;Bariri;56,59;64,93;70,573;73,735;77,04;
SP;3505302;Barra Bonita;57,63;61,6;70,7;73,735;77,12;
SP;3505351;Barra do Chapéu;;;60,084;60,995;71,72;
SP;3505401;Barra do Turvo;50,51;57,05;63,633;65,203;72,53;
SP;3505500;Barretos;55,88;57,63;67,018;69,034;77,5;
SP;3505609;Barrinha;49,19;56,67;70,733;71,596;74,74;
SP;3505708;Barueri;51,04;55,36;69,786;71,347;76,96;
SP;3505807;Bastos;56;57,7;70,993;75,553;75,86;
SP;3505906;Batatais;55,63;65,62;70,993;74,198;75,41;
SP;3506003;Bauru;56,96;58,91;70,188;70,459;76,26;
SP;3506102;Bebedouro;56,29;61,81;72,72;74,476;76,16;
SP;3506201;Bento de Abreu;56,65;59,05;72,239;76,629;74,17;
SP;3506300;Bernardino de Campos;53,76;56,89;66,358;70,988;75,26;
SP;3506359;Bertioga;;;68,016;69,932;74,03;
SP;3506409;Bilac;58,73;64,73;72,744;74,955;75,7;
SP;3506508;Birigui;54,47;56,73;69,236;74,955;77,14;
SP;3506607;Biritiba-Mirim;48,55;56,96;65,199;69,33;72,7;
SP;3506706;Boa Esperança do Sul;54,46;56,98;65,052;70,231;73,63;
SP;3506805;Bocaina;56,02;59,84;70,7;76,205;75,41;
SP;3506904;Bofete;56,2;59,75;70,646;74,849;74,23;
SP;3507001;Boituva;52,07;61,08;68,054;71,436;76,67;
SP;3507100;Bom Jesus dos Perdões;48,18;55,3;66,273;70,73;73,1;
SP;3507159;Bom Sucesso de Itararé;;;58,004;65,203;71,49;
SP;3507209;Borá;46,84;59,15;71,849;75,972;76,77;
SP;3507308;Boracéia;57;59,89;66,227;73,735;76,93;
SP;3507407;Borborema;56;61,7;65,143;70,994;74,83;
SP;3507456;Borebi;;;68,021;70,793;75,73;
SP;3507506;Botucatu;55,32;58,28;68,949;71,451;77,13;
SP;3507605;Bragança Paulista;49,96;55,98;69,483;73,079;76,67;
SP;3507704;Braúna;54,47;58,44;70,547;74,955;74,77;
SP;3507753;Brejo Alegre;;;65,511;70,958;74,54;
SP;3507803;Brodowski;58,59;60,91;69,908;73,564;76,81;
SP;3507902;Brotas;56,58;63,97;72,696;75,653;73,9;
SP;3508009;Buri;55,93;57,45;63,543;65,267;72,94;
SP;3508108;Buritama;51,68;59,9;71,278;73,078;75,31;
SP;3508207;Buritizal;57;62,81;68,146;71,46;74,79;
SP;3508306;Cabrália Paulista;54,3;62,21;65,332;69,474;73,68;
SP;3508405;Cabreúva;53,39;57,07;65,13;71,135;74,67;
SP;3508504;Caçapava;52,99;60,31;68,639;74,883;76,5;
SP;3508603;Cachoeira Paulista;53,33;58,79;70,331;72,029;75,19;
SP;3508702;Caconde;51,05;57,02;68,601;72,857;76,45;
SP;3508801;Cafelândia;54,34;54,97;69,747;71,838;77,01;
SP;3508900;Caiabu;51,95;63,32;71,89;76,137;74,37;
SP;3509007;Caieiras;52,09;55,24;68,016;72,129;76,68;
SP;3509106;Caiuá;51,56;61,78;57,887;65,409;73,13;
SP;3509205;Cajamar;46,51;55,36;67,743;69,209;73,59;
SP;3509254;Cajati;;;71,398;73,849;74,89;
SP;3509304;Cajobi;57,87;62,44;70,934;72,362;74,32;
SP;3509403;Cajuru;55,93;65,71;68,021;71,357;74,52;
SP;3509452;Campina do Monte Alegre;;;66,228;68,707;75,77;
SP;3509502;Campinas;56,97;59,18;69,74;72,219;76,59;
SP;3509601;Campo Limpo Paulista;50,91;54,44;66,667;71,812;75,4;
SP;3509700;Campos do Jordão;52,59;60,58;69,118;75,732;76,1;
SP;3509809;Campos Novos Paulista;50,04;56,72;71,849;73,185;74,41;
SP;3509908;Cananéia;50,75;60,46;68,594;73,849;76,07;
SP;3509957;Canas;;;69,129;70,64;72,83;
SP;3510005;Cândido Mota;52,79;59,51;68,192;73,185;75,71;
SP;3510104;Cândido Rodrigues;56,1;61,35;69,043;71,251;76,79;
SP;3510153;Canitar;;;67,144;70,78;72,46;
SP;3510203;Capão Bonito;50,37;54,61;61,136;65,409;74,55;
SP;3510302;Capela do Alto;48,74;57,35;67,878;69,305;74,36;
SP;3510401;Capivari;53,35;59,12;71,31;73,727;75,89;
SP;3510500;Caraguatatuba;48,44;56,42;66,231;71,987;75,68;
SP;3510609;Carapicuíba;48,96;54,88;69,786;71,347;75,52;
SP;3510708;Cardoso;56,05;59,93;64,656;68,072;76,18;
SP;3510807;Casa Branca;54,85;58,96;68,162;73,377;75,08;
SP;3510906;Cássia dos Coqueiros;58,34;64,2;71,172;74,857;76,81;
SP;3511003;Castilho;51,64;59,29;68,267;72,288;74,63;
SP;3511102;Catanduva;51,64;61,98;73,118;75,376;76,2;
SP;3511201;Catiguá;56,6;62,44;68,51;75,376;76,12;
SP;3511300;Cedral;58,88;60,66;72,03;75,154;77,3;
SP;3511409;Cerqueira César;56,16;57,7;65,51;68,409;74,23;
SP;3511508;Cerquilho;52,07;59,96;70,082;73,687;76,21;
SP;3511607;Cesário Lange;55,72;58,51;68,054;72,076;73,23;
SP;3511706;Charqueada;56,17;57,34;69,896;70,769;74,18;
SP;3511904;Clementina;56,73;60,46;69,582;75,42;74,25;
SP;3512001;Colina;57,97;60,19;70,048;76,712;75,71;
SP;3512100;Colômbia;56,44;58,03;67,018;69,95;73,13;
SP;3512209;Conchal;56,44;60,03;67,707;72,534;74,64;
SP;3512308;Conchas;54,22;58,6;68,949;71,451;75,19;
SP;3512407;Cordeirópolis;56,18;61,86;69,202;76,819;76,45;
SP;3512506;Coroados;50,22;59,83;72,744;75,072;73,96;
SP;3512605;Coronel Macedo;49,25;56,38;65,067;66,542;73,64;
SP;3512704;Corumbataí;58,2;62,11;69,994;71,173;75,43;
SP;3512803;Cosmópolis;58,08;58,88;69,508;72,198;77,57;
SP;3512902;Cosmorama;56,23;65,67;65,51;69,285;75,96;
SP;3513009;Cotia;52,12;58,11;70,254;71,688;76,05;
SP;3513108;Cravinhos;57,43;58,65;69,968;74,348;76,44;
SP;3513207;Cristais Paulista;55,57;61,84;67,76;70,362;73,11;
SP;3513306;Cruzália;56,9;66,29;69,522;72,695;76,18;
SP;3513405;Cruzeiro;52,48;58,41;67,18;71,792;77,28;
SP;3513504;Cubatão;51,68;56,79;65,015;68,321;74,23;
SP;3513603;Cunha;49,43;56,03;66,137;71,692;74,54;
SP;3513702;Descalvado;57,7;63,94;73,188;74,423;76,92;
SP;3513801;Diadema;51;56,74;68,121;69,929;75,65;
SP;3513850;Dirce Reis;;;63,332;69,802;75,54;
SP;3513900;Divinolândia;51,91;58,79;68,667;73,925;75,97;
SP;3514007;Dobrada;52,35;65,17;70,005;71,342;74,1;
SP;3514106;Dois Córregos;54,92;59,49;68,166;71,407;76,17;
SP;3514205;Dolcinópolis;53,24;58,83;70,607;72,226;74,5;
SP;3514304;Dourado;55,68;61,99;70,086;71,986;73,66;
SP;3514403;Dracena;53,15;60,88;66,67;70,175;75,51;
SP;3514502;Duartina;51,9;57,37;68,021;70,793;75,24;
SP;3514601;Dumont;56,85;60,54;69,908;72,666;75,91;
SP;3514700;Echaporã;53,8;58,95;71,383;72,895;75,01;
SP;3514809;Eldorado;54,76;57,05;64,693;69,57;75,82;
SP;3514908;Elias Fausto;55,48;58,21;67,588;71,91;74,32;
SP;3514924;Elisiário;;;70,934;72,058;74,51;
SP;3514957;Embaúba;;;70,797;70,926;75,42;
SP;3515004;Embu;51,16;55,82;68,076;69,992;75,33;
SP;3515103;Embu-Guaçu;49,37;56,01;66,734;74,401;75,01;
SP;3515129;Emilianópolis;;;66,595;69,361;73,28;
SP;3515152;Engenheiro Coelho;;;71,647;72,561;73,87;
SP;3515186;Espírito Santo do Pinhal;55,78;57,46;71,751;73,977;77,31;
SP;3515194;Espírito Santo do Turvo;;;65,015;70,78;74,12;
SP;3515202;Estrela d'Oeste;58,31;62,18;69,107;74,423;77,4;
SP;3515301;Estrela do Norte;47,71;58,98;71,89;73,957;74,1;
SP;3515350;Euclides da Cunha Paulista;;;69,479;71,977;73,13;
SP;3515400;Fartura;55,13;58,14;66,155;70,949;77,02;
